"product_name","date_received","date_sent","date_difference","days"
"Debt collection","2013-07-24","2013-10-17",85,86
"Credit reporting","2013-07-23","2013-07-24",1,2
"Bank account or service","2013-08-12","2013-08-14",2,3
"Mortgage","2013-08-12","2013-08-14",2,3
"Debt collection","2013-08-07","2013-11-03",88,89
"Debt collection","2013-08-07","2013-08-09",2,3
"Debt collection","2013-08-07","2013-08-14",7,8
"Debt collection","2013-07-23","2013-07-31",8,9
"Mortgage","2013-08-12","2013-08-14",2,3
"Bank account or service","2013-07-23","2013-07-25",2,3
"Bank account or service","2013-07-23","2013-07-25",2,3
"Debt collection","2013-08-13","2014-04-22",252,253
"Mortgage","2013-07-23","2013-07-25",2,3
"Debt collection","2013-07-24","2013-08-01",8,9
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-08-13","2013-08-14",1,2
"Debt collection","2013-08-07","2014-01-08",154,155
"Student loan","2013-07-24","2013-07-25",1,2
"Bank account or service","2013-07-24","2013-07-24",0,1
"Credit reporting","2013-08-13","2013-08-14",1,2
"Debt collection","2013-08-07","2013-08-09",2,3
"Mortgage","2013-07-24","2013-08-29",36,37
"Credit reporting","2013-08-13","2013-08-12",-1,0
"Debt collection","2013-08-13","2013-08-30",17,18
"Student loan","2013-08-13","2013-08-13",0,1
"Mortgage","2013-07-23","2013-07-24",1,2
"Credit reporting","2013-07-23","2013-07-23",0,1
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-07-23","2013-07-23",0,1
"Mortgage","2013-07-23","2013-07-24",1,2
"Student loan","2013-08-13","2013-08-14",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit card","2013-08-07","2013-08-09",2,3
"Student loan","2013-08-07","2013-08-08",1,2
"Debt collection","2013-08-07","2013-08-07",0,1
"Bank account or service","2013-07-24","2013-07-26",2,3
"Debt collection","2013-07-23","2013-07-31",8,9
"Bank account or service","2013-07-23","2013-07-25",2,3
"Bank account or service","2013-08-13","2013-08-14",1,2
"Credit card","2013-07-24","2013-07-29",5,6
"Mortgage","2013-07-24","2013-07-29",5,6
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-07-24","2013-07-26",2,3
"Debt collection","2013-08-13","2013-08-13",0,1
"Mortgage","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-08-13","2013-08-15",2,3
"Credit reporting","2013-08-13","2013-08-13",0,1
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-08-07","2013-08-12",5,6
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-07-24","2013-07-29",5,6
"Credit reporting","2013-08-07","2013-08-07",0,1
"Mortgage","2013-07-24","2013-07-26",2,3
"Credit reporting","2013-07-23","2013-07-23",0,1
"Mortgage","2013-08-07","2013-08-09",2,3
"Consumer Loan","2013-07-24","2013-07-26",2,3
"Mortgage","2013-08-07","2013-08-26",19,20
"Mortgage","2013-08-13","2013-08-14",1,2
"Debt collection","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-08-07","2013-08-08",1,2
"Bank account or service","2013-07-23","2013-07-24",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-08-13","2013-08-16",3,4
"Credit card","2013-08-07","2013-08-08",1,2
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-07-23","2013-07-24",1,2
"Consumer Loan","2013-08-07","2013-08-08",1,2
"Debt collection","2013-08-07","2013-09-30",54,55
"Bank account or service","2013-08-13","2013-08-15",2,3
"Credit reporting","2013-08-07","2013-08-07",0,1
"Consumer Loan","2013-08-07","2013-08-08",1,2
"Bank account or service","2013-08-13","2013-08-15",2,3
"Credit reporting","2013-08-13","2013-08-15",2,3
"Mortgage","2013-08-13","2013-08-13",0,1
"Mortgage","2013-08-13","2013-08-15",2,3
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-07-23","2013-07-24",1,2
"Credit reporting","2013-08-13","2013-08-13",0,1
"Bank account or service","2013-08-13","2013-08-15",2,3
"Bank account or service","2013-08-13","2013-08-15",2,3
"Debt collection","2013-07-23","2013-07-31",8,9
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-08-07","2013-08-07",0,1
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-08-07","2013-08-07",0,1
"Bank account or service","2013-07-24","2013-07-26",2,3
"Mortgage","2013-08-07","2013-08-07",0,1
"Debt collection","2013-08-07","2013-10-24",78,79
"Bank account or service","2013-07-23","2013-07-24",1,2
"Credit card","2013-07-24","2013-07-24",0,1
"Mortgage","2013-08-07","2013-08-07",0,1
"Mortgage","2013-08-13","2013-08-13",0,1
"Bank account or service","2013-07-23","2013-07-24",1,2
"Mortgage","2013-08-07","2013-08-07",0,1
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-08-13","2013-08-13",0,1
"Credit reporting","2013-07-23","2013-07-23",0,1
"Debt collection","2013-08-13","2013-08-13",0,1
"Mortgage","2013-08-07","2013-08-07",0,1
"Credit card","2013-08-07","2013-08-08",1,2
"Credit reporting","2013-08-13","2013-09-03",21,22
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-07-24","2013-07-25",1,2
"Credit card","2013-08-13","2013-08-15",2,3
"Student loan","2013-08-07","2013-08-08",1,2
"Credit card","2013-08-13","2013-08-13",0,1
"Mortgage","2013-07-23","2013-07-24",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Debt collection","2013-07-24","2013-07-24",0,1
"Bank account or service","2013-08-13","2013-08-13",0,1
"Debt collection","2013-08-07","2013-08-23",16,17
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-07-23","2013-07-24",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Debt collection","2013-07-24","2013-07-24",0,1
"Bank account or service","2013-07-24","2013-07-29",5,6
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-07-24","2013-07-26",2,3
"Credit reporting","2013-08-07","2013-12-19",134,135
"Mortgage","2013-08-13","2013-08-19",6,7
"Mortgage","2013-07-24","2013-08-05",12,13
"Mortgage","2013-07-23","2013-07-24",1,2
"Mortgage","2013-07-23","2013-07-25",2,3
"Mortgage","2013-07-23","2013-07-25",2,3
"Mortgage","2013-07-24","2013-07-29",5,6
"Mortgage","2013-07-23","2013-07-25",2,3
"Credit card","2013-08-07","2013-08-07",0,1
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-07-24","2013-07-26",2,3
"Debt collection","2013-07-23","2013-08-12",20,21
"Credit card","2013-08-07","2013-08-08",1,2
"Bank account or service","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-07-24","2013-07-26",2,3
"Debt collection","2013-08-07","2013-08-12",5,6
"Credit card","2013-07-24","2013-07-26",2,3
"Mortgage","2013-07-24","2013-07-26",2,3
"Bank account or service","2013-07-24","2013-07-26",2,3
"Debt collection","2013-08-07","2013-08-12",5,6
"Bank account or service","2013-07-24","2013-07-26",2,3
"Bank account or service","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-08-07","2013-08-08",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Debt collection","2013-07-24","2013-07-23",-1,0
"Credit reporting","2013-07-24","2013-07-24",0,1
"Credit card","2013-07-24","2013-07-25",1,2
"Debt collection","2013-07-24","2013-07-23",-1,0
"Credit reporting","2013-07-24","2013-07-23",-1,0
"Debt collection","2013-08-13","2013-08-13",0,1
"Mortgage","2013-07-25","2013-07-25",0,1
"Bank account or service","2013-07-24","2013-07-25",1,2
"Bank account or service","2013-08-13","2013-08-15",2,3
"Debt collection","2013-07-25","2013-07-24",-1,0
"Debt collection","2013-07-24","2013-07-31",7,8
"Credit reporting","2013-07-24","2013-07-26",2,3
"Debt collection","2013-08-13","2013-08-21",8,9
"Bank account or service","2013-07-25","2013-07-26",1,2
"Credit reporting","2013-07-24","2013-07-24",0,1
"Credit reporting","2013-07-24","2013-07-24",0,1
"Consumer Loan","2013-07-24","2013-07-24",0,1
"Bank account or service","2013-07-24","2013-07-24",0,1
"Mortgage","2013-08-07","2013-08-09",2,3
"Debt collection","2013-07-24","2013-07-24",0,1
"Student loan","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-25",0,1
"Mortgage","2013-07-25","2013-07-25",0,1
"Mortgage","2013-07-24","2013-07-24",0,1
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit reporting","2013-08-13","2013-08-13",0,1
"Credit reporting","2013-07-25","2013-08-05",11,12
"Student loan","2013-07-25","2013-07-25",0,1
"Mortgage","2013-07-25","2013-07-25",0,1
"Debt collection","2013-08-13","2013-09-11",29,30
"Credit card","2013-08-07","2013-08-08",1,2
"Debt collection","2013-08-13","2013-08-30",17,18
"Mortgage","2013-08-07","2013-08-09",2,3
"Student loan","2013-07-25","2013-07-25",0,1
"Bank account or service","2013-08-07","2013-08-09",2,3
"Credit reporting","2013-07-24","2013-07-31",7,8
"Bank account or service","2013-07-24","2013-07-25",1,2
"Credit card","2013-07-25","2013-07-24",-1,0
"Mortgage","2013-07-24","2013-07-25",1,2
"Bank account or service","2013-08-13","2013-08-14",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit card","2013-08-01","2013-08-05",4,5
"Credit reporting","2013-07-25","2013-07-25",0,1
"Credit card","2013-07-24","2013-07-25",1,2
"Bank account or service","2013-07-24","2013-07-25",1,2
"Debt collection","2013-07-25","2013-07-25",0,1
"Credit reporting","2013-07-25","2013-08-21",27,28
"Credit reporting","2013-07-25","2013-08-21",27,28
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-07-24","2013-07-25",1,2
"Debt collection","2013-08-07","2013-08-07",0,1
"Bank account or service","2013-08-07","2013-08-08",1,2
"Bank account or service","2013-08-13","2013-08-14",1,2
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-07-25","2013-09-26",63,64
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-24","2013-07-25",1,2
"Debt collection","2013-08-13","2013-08-16",3,4
"Credit card","2013-08-07","2013-08-08",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-07-24","2013-07-25",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit reporting","2013-07-25","2013-08-28",34,35
"Bank account or service","2013-07-25","2013-08-06",12,13
"Credit card","2013-07-25","2013-07-25",0,1
"Credit card","2013-08-13","2013-08-15",2,3
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-08-13","2013-08-29",16,17
"Credit reporting","2013-08-13","2013-08-13",0,1
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit reporting","2013-07-25","2013-07-30",5,6
"Mortgage","2013-08-13","2013-08-15",2,3
"Consumer Loan","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit reporting","2013-08-07","2013-08-07",0,1
"Credit reporting","2013-08-07","2013-08-07",0,1
"Mortgage","2013-07-24","2013-07-25",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Debt collection","2013-08-07","2013-08-07",0,1
"Credit card","2013-07-25","2013-07-25",0,1
"Debt collection","2013-07-24","2013-08-09",16,17
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit card","2013-07-24","2013-07-24",0,1
"Credit reporting","2013-08-07","2013-09-06",30,31
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit reporting","2013-08-07","2013-09-06",30,31
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit reporting","2013-08-13","2013-08-13",0,1
"Debt collection","2013-07-25","2013-08-16",22,23
"Credit reporting","2013-08-01","2013-09-11",41,42
"Bank account or service","2013-08-13","2013-08-15",2,3
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-01","2013-08-05",4,5
"Credit card","2013-07-24","2013-07-24",0,1
"Mortgage","2013-07-24","2013-07-26",2,3
"Mortgage","2013-08-01","2013-08-05",4,5
"Credit card","2013-08-07","2013-08-08",1,2
"Credit card","2013-07-24","2013-07-25",1,2
"Credit reporting","2013-07-25","2013-07-25",0,1
"Mortgage","2013-08-07","2013-08-09",2,3
"Credit reporting","2013-07-24","2013-08-12",19,20
"Bank account or service","2013-07-25","2013-07-26",1,2
"Bank account or service","2013-07-24","2013-07-25",1,2
"Student loan","2013-07-24","2013-07-25",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-24","2013-07-26",2,3
"Bank account or service","2013-08-13","2013-08-14",1,2
"Mortgage","2013-07-24","2013-07-29",5,6
"Bank account or service","2013-07-24","2013-07-25",1,2
"Credit reporting","2013-08-01","2013-08-01",0,1
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-07-24","2013-07-29",5,6
"Mortgage","2013-07-24","2013-07-26",2,3
"Debt collection","2013-08-07","2013-08-12",5,6
"Mortgage","2013-07-25","2013-07-29",4,5
"Bank account or service","2013-08-13","2013-08-15",2,3
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit reporting","2013-07-25","2013-07-25",0,1
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-01","2013-08-05",4,5
"Bank account or service","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-07-24","2013-07-25",1,2
"Debt collection","2013-08-08","2013-08-08",0,1
"Mortgage","2013-08-13","2013-08-14",1,2
"Debt collection","2013-07-24","2013-07-24",0,1
"Credit card","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-08","2013-08-09",1,2
"Mortgage","2013-08-13","2013-08-19",6,7
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-01","2013-08-05",4,5
"Credit card","2013-08-13","2013-08-13",0,1
"Mortgage","2013-08-08","2013-08-09",1,2
"Bank account or service","2013-08-07","2013-08-09",2,3
"Debt collection","2013-08-08","2013-09-03",26,27
"Credit reporting","2013-08-13","2013-08-13",0,1
"Credit reporting","2013-08-21","2013-08-22",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Debt collection","2013-07-25","2013-08-01",7,8
"Bank account or service","2013-08-01","2013-08-05",4,5
"Mortgage","2013-07-25","2013-08-14",20,21
"Bank account or service","2013-07-25","2013-07-26",1,2
"Credit card","2013-08-21","2013-08-22",1,2
"Mortgage","2013-08-08","2013-08-09",1,2
"Bank account or service","2013-08-21","2013-08-22",1,2
"Debt collection","2013-07-25","2013-11-04",102,103
"Debt collection","2013-08-21","2013-09-03",13,14
"Mortgage","2013-08-07","2013-08-09",2,3
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-07","2013-08-09",2,3
"Bank account or service","2013-08-21","2013-08-22",1,2
"Student loan","2013-08-21","2013-08-22",1,2
"Debt collection","2013-07-25","2013-08-13",19,20
"Mortgage","2013-08-08","2013-08-09",1,2
"Debt collection","2013-08-07","2013-08-12",5,6
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit reporting","2013-08-13","2013-08-13",0,1
"Debt collection","2013-08-07","2013-08-09",2,3
"Mortgage","2013-08-07","2013-10-17",71,72
"Credit card","2013-08-13","2013-08-20",7,8
"Credit card","2013-07-25","2013-07-29",4,5
"Credit card","2013-08-13","2013-08-15",2,3
"Mortgage","2013-07-25","2013-07-26",1,2
"Credit reporting","2013-08-01","2013-08-01",0,1
"Debt collection","2013-08-01","2013-08-01",0,1
"Mortgage","2013-08-08","2013-08-12",4,5
"Money transfers","2013-08-13","2013-08-13",0,1
"Bank account or service","2013-08-13","2013-08-14",1,2
"Mortgage","2013-08-01","2013-08-22",21,22
"Credit reporting","2013-08-08","2013-08-08",0,1
"Credit reporting","2013-08-01","2013-08-01",0,1
"Mortgage","2013-07-25","2013-07-26",1,2
"Bank account or service","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-12-04",132,133
"Mortgage","2013-07-25","2013-07-29",4,5
"Debt collection","2013-08-01","2013-08-01",0,1
"Student loan","2013-08-08","2013-08-09",1,2
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-29",4,5
"Credit card","2013-08-13","2013-08-15",2,3
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-08-23","2013-08-27",4,5
"Debt collection","2013-08-13","2013-10-22",70,71
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-08-19",25,26
"Credit reporting","2013-08-08","2013-08-07",-1,0
"Student loan","2013-08-21","2013-08-22",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-21","2013-08-22",1,2
"Mortgage","2013-08-08","2013-08-09",1,2
"Mortgage","2013-08-08","2013-08-12",4,5
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-08-08","2013-08-09",1,2
"Credit card","2013-08-08","2013-08-12",4,5
"Mortgage","2013-08-13","2013-08-14",1,2
"Credit reporting","2013-08-08","2013-08-12",4,5
"Mortgage","2013-08-08","2013-08-09",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-08-01","2013-08-06",5,6
"Mortgage","2013-08-21","2013-08-22",1,2
"Mortgage","2013-08-01","2013-08-06",5,6
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-01","2013-08-05",4,5
"Credit reporting","2013-07-25","2013-07-25",0,1
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-08","2013-08-12",4,5
"Credit reporting","2013-07-25","2013-08-01",7,8
"Debt collection","2013-07-25","2013-08-01",7,8
"Mortgage","2013-08-01","2013-08-05",4,5
"Bank account or service","2013-08-21","2013-08-23",2,3
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-08","2013-08-08",0,1
"Mortgage","2013-08-01","2013-08-05",4,5
"Credit reporting","2013-08-13","2013-08-15",2,3
"Mortgage","2013-08-01","2013-08-05",4,5
"Credit reporting","2013-08-08","2013-08-08",0,1
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-08-01","2013-08-05",4,5
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-08-08","2013-08-09",1,2
"Credit reporting","2013-08-21","2013-08-23",2,3
"Mortgage","2013-08-21","2013-08-23",2,3
"Money transfers","2013-07-25","2013-07-25",0,1
"Mortgage","2013-07-25","2013-07-29",4,5
"Credit card","2013-08-01","2013-08-05",4,5
"Mortgage","2013-07-25","2013-08-30",36,37
"Credit reporting","2013-08-08","2013-08-30",22,23
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-08-01","2013-08-06",5,6
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-26",1,2
"Credit card","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-26",1,2
"Money transfers","2013-08-08","2013-08-08",0,1
"Bank account or service","2013-08-21","2013-08-26",5,6
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-09-09",46,47
"Credit card","2013-08-08","2013-08-12",4,5
"Mortgage","2013-08-13","2013-08-14",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-26",1,2
"Mortgage","2013-07-25","2013-07-31",6,7
"Bank account or service","2013-08-13","2013-08-15",2,3
"Mortgage","2013-07-25","2013-07-26",1,2
"Bank account or service","2013-08-13","2013-08-15",2,3
"Mortgage","2013-07-25","2013-08-08",14,15
"Mortgage","2013-07-25","2013-07-31",6,7
"Mortgage","2013-07-25","2013-07-29",4,5
"Mortgage","2013-07-25","2013-07-29",4,5
"Credit card","2013-08-08","2013-08-08",0,1
"Mortgage","2013-08-21","2013-08-23",2,3
"Mortgage","2013-07-25","2013-07-26",1,2
"Credit card","2013-08-14","2013-08-13",-1,0
"Debt collection","2013-07-25","2013-08-02",8,9
"Mortgage","2013-08-01","2013-08-06",5,6
